"qid","question","answer_num","answer","percentage"
"93","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?",4,"neither",0.12
"93","When you stand outside with a long line of people waiting to get in somewhere, are you standing 'in line' or 'on line' (as in, 'I stood ___ in the cold for two hours before they opened the doors')?",5,"other ",0.73
"94","Do you say 'frosting' or 'icing' for the sweet spread one puts on a cake?",1,"frosting ",32.79
"94","Do you say 'frosting' or 'icing' for the sweet spread one puts on a cake?",2,"icing ",16.88
"94","Do you say 'frosting' or 'icing' for the sweet spread one puts on a cake?",3,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice ",20.73
"94","Do you say 'frosting' or 'icing' for the sweet spread one puts on a cake?",4,"both ",28.87
"94","Do you say 'frosting' or 'icing' for the sweet spread one puts on a cake?",5,"neither ",0.04
"94","Do you say 'frosting' or 'icing' for the sweet spread one puts on a cake?",6,"other ",0.69
"95","What is 'the City'?",1,"New York City ",46.99
"95","What is 'the City'?",2,"Boston ",2.6
"95","What is 'the City'?",3,"DC ",2.25
"95","What is 'the City'?",4,"LA ",1.88
"95","What is 'the City'?",5,"Chicago ",4.57
"95","What is 'the City'?",6,"other ",41.72
"96","What is the distinction between dinner and supper?",1,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",7.79
"96","What is the distinction between dinner and supper?",2,"supper is an evening meal, dinner is the main meal",7.76
"96","What is the distinction between dinner and supper?",3,"dinner takes place in a more formal setting than supper",12.12
"96","What is the distinction between dinner and supper?",4,"there is no distinction; they both have the same meaning",34.56
"96","What is the distinction between dinner and supper?",5,"I do not use the term supper",33.14
"96","What is the distinction between dinner and supper?",6,"I don't use the term dinner",0.82
"96","What is the distinction between dinner and supper?",7,"other ",3.83
"97","Which of these terms do you prefer?",1,"trash can ",35.53
"97","Which of these terms do you prefer?",2,"garbage can ",27.38
"97","Which of these terms do you prefer?",3,"rubbish bin ",0.41
"97","Which of these terms do you prefer?",4,"waste(paper) basket ",1.06
"97","Which of these terms do you prefer?",5,"These words refer to different things ",33.26
"97","Which of these terms do you prefer?",6,"other ",2.36
"98","Which of these terms do you prefer?",1,"By accident",77.57
"98","Which of these terms do you prefer?",2,"On accident",9.32
"98","Which of these terms do you prefer?",3,"both",9.75
"98","Which of these terms do you prefer?",4,"neither",1.64
"98","Which of these terms do you prefer?",5,"other ",1.72
"99","Which of these terms do you prefer for the small road parallel to the highway?",1,"frontage road ",29.14
"99","Which of these terms do you prefer for the small road parallel to the highway?",2,"service road ",30.46
"99","Which of these terms do you prefer for the small road parallel to the highway?",3,"access road ",17.79
"99","Which of these terms do you prefer for the small road parallel to the highway?",4,"feeder road ",1.97
"99","Which of these terms do you prefer for the small road parallel to the highway?",5,"gateway ",0.09
"99","Which of these terms do you prefer for the small road parallel to the highway?",6,"we have them but I have no word for them ",12.18
"99","Which of these terms do you prefer for the small road parallel to the highway?",7,"I've never heard of this concept ",4.24
"99","Which of these terms do you prefer for the small road parallel to the highway?",8,"other ",4.12
"100","Do you cut or mow the lawn or grass?",1,"cut the grass ",18.38
"100","Do you cut or mow the lawn or grass?",2,"cut the lawn ",0.64
"100","Do you cut or mow the lawn or grass?",3,"mow the grass ",5.75
"100","Do you cut or mow the lawn or grass?",4,"mow the lawn ",66.79
"100","Do you cut or mow the lawn or grass?",5,"other ",8.43
"101","Do you pass in homework or hand in homework?",1,"pass in ",3.47
"101","Do you pass in homework or hand in homework?",2,"hand in ",75.74
"101","Do you pass in homework or hand in homework?",3,"both ",12.42
"101","Do you pass in homework or hand in homework?",4,"neither ",0.36
"101","Do you pass in homework or hand in homework?",5,"other ",8.01
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",1,"waterbug ",46.05
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",2,"Jesus bug ",0.5
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",3,"waterstrider ",13.55
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",4,"strider ",0.54
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",5,"water-spider ",6.26
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",6,"watercrawler ",0.67
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",7,"water beetle ",1.97
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",8,"backstrider ",0.14
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",9,"skimmer ",3.72
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",10,"I have no word for this ",21.95
"102","What do you call the insect that looks like a large thin spider and skitters along the top of water?",11,"other ",4.65
"103","What do you call the thing from which you might drink water in a school?",1,"bubbler ",3.84
"103","What do you call the thing from which you might drink water in a school?",2,"water bubbler ",0.3
"103","What do you call the thing from which you might drink water in a school?",3,"drinking fountain ",33.16
"103","What do you call the thing from which you might drink water in a school?",4,"water fountain ",60.97
"103","What do you call the thing from which you might drink water in a school?",5,"other ",1.74
"104","What do you call a public railway system (normally underground)?",1,"the subway",80.51
"104","What do you call a public railway system (normally underground)?",2,"the L, or the El",2.98
"104","What do you call a public railway system (normally underground)?",3,"the T",2.9
"104","What do you call a public railway system (normally underground)?",4,"the metro",4.88
"104","What do you call a public railway system (normally underground)?",5,"BART",1.92
"104","What do you call a public railway system (normally underground)?",6,"other ",6.81
"105","What is your generic term for a sweetened carbonated beverage?",1,"soda",52.97
"105","What is your generic term for a sweetened carbonated beverage?",2,"pop",25.08
"105","What is your generic term for a sweetened carbonated beverage?",3,"coke",12.38
"105","What is your generic term for a sweetened carbonated beverage?",4,"tonic",0.67
"105","What is your generic term for a sweetened carbonated beverage?",5,"soft drink",5.89
"105","What is your generic term for a sweetened carbonated beverage?",6,"lemonade",0.01
"105","What is your generic term for a sweetened carbonated beverage?",7,"cocola",0.29
"105","What is your generic term for a sweetened carbonated beverage?",8,"fizzy drink",0.14
"105","What is your generic term for a sweetened carbonated beverage?",9,"dope",0.03
"105","What is your generic term for a sweetened carbonated beverage?",10,"other ",2.55
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",1,"tp'ing ",57.61
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",2,"rolling ",6.68
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",3,"toilet papering ",21.04
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",4,"wrapping ",2.13
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",5,"papering ",3.68
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",6,"bog rolling ",0.05
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",7,"I have no word for this ",7.78
"106","What do you call the act of covering a house or area in front of a house with toilet paper?",8,"other ",1.04
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",1,"rubberneck ",2
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",2,"rubbernecking ",14.94
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",3,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself ",60.53
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",4,"gapers' block ",2.55
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",5,"gapers' delay ",1.87
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",6,"Lookie Lou ",1.59
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",7,"curiosity delay ",0.8
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",8,"gawk block ",0.64
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",9,"I have no word for this ",11.38
"107","What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?",10,"other ",3.7
"109","What do you call the paper container in which you might bring home items you bought at the store?",1,"bag",90.26
"109","What do you call the paper container in which you might bring home items you bought at the store?",2,"sack",8.1
"109","What do you call the paper container in which you might bring home items you bought at the store?",3,"poke",0.13
"109","What do you call the paper container in which you might bring home items you bought at the store?",4,"other ",1.51
"110","What do you call the night before Halloween?",1,"gate night ",0.39
"110","What do you call the night before Halloween?",2,"trick night ",0.33
"110","What do you call the night before Halloween?",3,"mischief night ",10.84
"110","What do you call the night before Halloween?",4,"cabbage night ",1.68
"110","What do you call the night before Halloween?",5,"goosy night ",0.37
"110","What do you call the night before Halloween?",6,"devil's night ",11.13
"110","What do you call the night before Halloween?",7,"devil's eve ",0.78
"110","What do you call the night before Halloween?",8,"I have no word for this ",70.38
"110","What do you call the night before Halloween?",9,"other ",4.11
"111","What do you call the end of a loaf of bread?",1,"end ",17.29
"111","What do you call the end of a loaf of bread?",2,"heel ",59.15
"111","What do you call the end of a loaf of bread?",3,"crust ",15.21
"111","What do you call the end of a loaf of bread?",4,"nose ",0.17
"111","What do you call the end of a loaf of bread?",5,"butt ",3.53
"111","What do you call the end of a loaf of bread?",6,"shpitzel ",0.05
"111","What do you call the end of a loaf of bread?",7,"I have no word for this ",1.97
"111","What do you call the end of a loaf of bread?",8,"other ",2.63
"115","What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",1,"a moot point",89.03
"115","What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",2,"a mute point",2.96
"115","What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",3,"either one of the above",1.28
"115","What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",4,"I have no idea",5.57
"115","What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",5,"other ",1.15
"117","What do you call the level of a building that is partly or entirely underground?",1,"basement ",60.67
"117","What do you call the level of a building that is partly or entirely underground?",2,"cellar ",1.66
"117","What do you call the level of a building that is partly or entirely underground?",3,"I use both, and they mean the same thing ",12.6
"117","What do you call the level of a building that is partly or entirely underground?",4,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage). ",15.31
"117","What do you call the level of a building that is partly or entirely underground?",5,"A cellar has an outside entrance (some call this a 'bulkhead'), whereas a basement does not ",8.4
"117","What do you call the level of a building that is partly or entirely underground?",6,"other ",1.36
"118","What do you call a drive-through liquor store?",1,"brew thru ",3.44
"118","What do you call a drive-through liquor store?",2,"party barn ",0.71
"118","What do you call a drive-through liquor store?",3,"bootlegger ",0.13
"118","What do you call a drive-through liquor store?",4,"beer barn ",2.84
"118","What do you call a drive-through liquor store?",5,"beverage barn ",0.81
"118","What do you call a drive-through liquor store?",6,"we have these in my area, but we have no special term for them ",31.35
"118","What do you call a drive-through liquor store?",7,"I have never heard of such a thing ",48.26
"118","What do you call a drive-through liquor store?",8,"other ",12.45
"119","What do you call food that you buy at a restaurant but then eat at home?",1,"take-out",70.52
"119","What do you call food that you buy at a restaurant but then eat at home?",2,"carry-out",6.4
"119","What do you call food that you buy at a restaurant but then eat at home?",3,"either take-out or carry-out",20.57
"119","What do you call food that you buy at a restaurant but then eat at home?",4,"other ",2.5
"120","What do you say when you want to lay claim to the front seat of a car?",1,"dibs ",20.99
"120","What do you say when you want to lay claim to the front seat of a car?",2,"shotgun ",69.04
"120","What do you say when you want to lay claim to the front seat of a car?",3,"hosey ",0.33
"120","What do you say when you want to lay claim to the front seat of a car?",4,"high hosey ",0.11
"120","What do you say when you want to lay claim to the front seat of a car?",5,"I have no term for this ",6.57
"120","What do you say when you want to lay claim to the front seat of a car?",6,"other ",2.96
"121","What word do you use for gawking at someone in a lustful way?",1,"ogle ",43.77
"121","What word do you use for gawking at someone in a lustful way?",2,"oogle ",15.05
"121","What word do you use for gawking at someone in a lustful way?",3,"oggle (pronounced to rhyme with 'boggle', but may still be spelled 'ogle') ",22.77
"121","What word do you use for gawking at someone in a lustful way?",4,"I use both oogle and ogle interchangeably ",3.65
"121","What word do you use for gawking at someone in a lustful way?",5,"I use both ogle and 'oggle' ",4.45
"121","What word do you use for gawking at someone in a lustful way?",6,"I have no word for this activity ",7.33
"121","What word do you use for gawking at someone in a lustful way?",7,"other ",2.98
